Object,qid,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7,feature 8,feature 9,feature 10,feature 11,feature 12,feature 13,feature 14,feature 15,Score,Rank
1227,1,0,0.087,0.847,0.716,0.615,0.131,0.706,0.062,0.692,1,0.959,0.72,0.184,0.519,0.936,-7.805,1882
1228,1,0,0.902,0.851,0.082,0.664,0.203,0.823,0.492,0.139,1,0.127,0.038,0.674,0.948,0.943,-8.199,1905
1229,1,1,0.852,0.555,0.863,0.43,0.82,0.287,0.934,0.015,1,0.163,0.281,0.521,0.52,0.541,5.908,254
1230,1,1,0.062,0.933,0.691,0.314,0.02,0.549,0.282,0.982,1,0.585,0.561,0.862,0.993,0.114,-4.949,1656
1231,1,0,0.902,0.582,0.16,0.1,0.486,0.728,0.119,0.508,1,0.979,0.078,0.378,0.879,0.557,-5.119,1676
1232,1,0,0.802,0.553,0.121,0.821,0.885,0.047,0.423,0.139,0,0.371,0.536,0.706,0.478,0.64,2.738,601
1233,1,0,0.847,0.722,0.006,0.712,0.13,0.13,0.306,0.07,1,0.338,0.104,0.744,0.047,0.579,-2.245,1337
1234,1,1,0.141,0.365,0.927,0.438,0.202,0.231,0.925,0.941,0,0.66,0.752,0.179,0.331,0.598,-1.632,1267
1235,1,0,0.394,0.361,0.288,0.792,0.398,0.383,0.964,0.162,1,0.516,0.418,0.556,0.232,0.307,1.223,822
1236,1,1,0.553,0.641,0.523,0.235,0.737,0.118,0.77,0.671,1,0.573,0.417,0.602,0.875,0.236,2.126,688
1237,1,1,0.365,0.975,0.526,0.185,0.832,0.082,0.275,0.694,0,0.162,0.203,0.69,0.312,0.384,6.911,172
1238,1,1,0.315,0.854,0.51,0.043,0.018,0.482,0.5,0.495,0,0.133,0.341,0.891,0.842,0.411,-6.546,1800
1239,1,1,0.241,0.517,0.753,0.319,0.581,0.45,0.025,0.613,1,0.3,0.213,0.074,0.65,0.52,2.465,644
1240,1,0,0.549,0.527,0.444,0.001,0.171,0.014,0.374,0.125,0,0.088,0.138,0.033,0.108,0.927,-4.362,1593
1241,1,0,0.975,0.527,0.745,0.512,0.955,0.293,0.243,0.206,0,0.778,0.101,0.42,0.91,0.966,0.872,877
1242,1,0,0.96,0.107,0.365,0.061,0.93,0.29,0.946,0.688,0,0.008,0.04,0.055,0.437,0.932,1.445,798
1243,1,0,0.567,0.095,0.844,0.591,0.519,0.676,0.617,0.444,0,0.771,0.877,0.711,0.023,0.695,-1.142,1195
1244,1,0,0.884,0.889,0.838,0.064,0.519,0.915,0.824,0.415,1,0.554,0.696,0.875,0.167,0.184,2.926,579
1245,1,0,0.357,0.585,0.881,0.804,0.391,0.747,0.196,0.653,0,0.743,0.107,0.952,0.446,0.143,4.648,373
1246,1,0,0.713,0.515,0.566,0.962,0.686,0.718,0.642,0.721,0,0.378,0.153,0.931,0.886,0.587,1.666,766
1247,1,0,0.344,0.289,0.915,0.28,0.287,0.088,0.144,0.305,0,0.973,0.853,0.352,0.927,0.695,-8.013,1892
1248,1,1,0.549,0.234,0.458,0.942,0.039,0.301,0.757,0.235,1,0.377,0.803,0.784,0.228,0.223,-0.937,1169
1249,1,0,0.865,0.2,0.693,0.728,0.863,0.777,0.846,0.155,0,0.432,0.848,0.594,0.76,0.335,4.438,404
1250,1,0,0.925,0.437,0.391,0.983,0.163,0.198,0.914,0.195,1,0.918,0.35,0.042,0.942,0.388,-1.374,1226
1251,1,1,0.645,0.725,0.464,0.98,0.356,0.256,0.13,0.865,1,0.508,0.661,0.282,0.822,0.342,2.124,689
1252,1,0,0.767,0.689,0.952,0.876,0.661,0.946,0.477,0.02,0,0.008,0.512,0.915,0.38,0.461,6.677,194
1253,1,0,0.08,0.389,0.733,0.341,0.341,0.549,0.598,0.567,1,0.001,0.323,0.251,0.792,0.052,1.919,729
1254,1,0,0.219,0.411,0.472,0.845,0.688,0.532,0.899,0.767,0,0.697,0.619,0.074,0.801,0.465,2.462,645
1255,1,1,0.264,0.189,0.245,0.766,0.377,0.897,0.168,0.432,0,0.105,0.323,0.004,0.544,0.417,2.59,617
1256,1,1,0.38,0.572,0.39,0.664,0.671,0.539,0.208,0.696,0,0.377,0.765,0.626,0.713,0.951,-3.562,1503
1257,1,1,0.111,0.532,0.735,0.494,0.025,0.869,0.263,0.881,0,0.603,0.376,0.546,0.258,0.548,-2.81,1404
1258,1,0,0.58,0.686,0.631,0.359,0.204,0.386,0.882,0.859,0,0.519,0.302,0.79,0.305,0.056,2.388,654
1259,1,0,0.927,0.763,0.138,0.822,0.525,0.668,0.121,0.864,0,0.681,0.839,0.709,0.031,0.6,1.185,831
1260,1,0,0.477,0.518,0.547,0.242,0.391,0.124,0.66,0.155,1,0.529,0.844,0.176,0.12,0.506,-1.138,1194
1261,1,0,0.811,0.379,0.591,0.469,0.804,0.048,0.243,0.122,1,0.985,0.292,0.76,0.456,0.012,6.222,224
1262,1,1,0.283,0.116,0.16,0.756,0.639,0.03,0.174,0.172,1,0.172,0.273,0.615,0.632,0.301,1.931,724
1263,1,0,0.579,0.336,0.867,0.936,0.062,0.887,0.128,0.852,1,0.539,0.356,0.501,0.909,0.969,-8.451,1915
1264,1,0,0.914,0.79,0.538,0.595,0.195,0.23,0.906,0.178,1,0.977,0.183,0.382,0.214,0.629,-1.116,1191
1265,1,1,0.038,0.207,0.666,0.993,0.409,0.397,0.946,0.858,1,0.543,0.358,0.74,0.281,0.501,0.881,875
1266,1,1,0.175,0.9,0.65,0.407,0.842,0.777,0.206,0.521,0,0.352,0.607,0.456,0.925,0.179,6.341,208
1267,1,0,0.269,0.145,0.628,0.94,0.303,0.618,0.922,0.404,0,0.652,0.295,0.968,0.268,0.882,-5.006,1663
1268,1,0,0.75,0.6,0.177,0.673,0.568,0.661,0.333,0.175,0,0.384,0.18,0.09,0.485,0.838,0.58,921
1269,1,1,0.064,0.635,0.313,0.109,0.675,0.281,0.11,0.309,1,0.898,0.058,0.34,0.71,0.265,1.05,851
1270,1,1,0.617,0.538,0.096,0.914,0.309,0.805,0.504,0.752,0,0.324,0.567,0.687,0.875,0.333,-0.91,1165
1271,1,0,0.742,0.444,0.296,0.199,0.016,0.712,0.648,0.083,0,0.412,0.377,0.343,0.834,0.852,-10.862,1976
1272,1,0,0.935,0.257,0.674,0.519,0.306,0.511,0.697,0.319,0,0.671,0.868,0.672,0.5,0.766,-5.802,1745
1273,1,1,0.9,0.851,0.728,0.425,0.207,0.45,0.509,0.187,1,0.924,0.207,0.142,0.351,0.09,5.768,272
1274,1,0,0.947,0.354,0.562,0.887,0.955,0.385,0.892,0.939,0,0.167,0.458,0.482,0.175,0.216,12.518,9
1275,1,1,0.039,0.294,0.546,0.58,0.216,0.039,0.318,0.11,0,0.215,0.294,0.277,0.779,0.628,-3.391,1485
1276,1,0,0.918,0.812,0.575,0.029,0.964,0.219,0.023,0.23,1,0.749,0.484,0.328,0.762,0.236,4.925,349
1277,1,0,0.896,0.042,0.41,0.97,0.364,0.659,0.278,0.149,1,0.317,0.366,0.782,0.252,0.043,4.498,395
1278,1,0,0.116,0.593,0.505,0.554,0.157,0.061,0.393,0.209,0,0.15,0.601,0.909,0.018,0.473,-2.188,1329
1279,1,0,0.193,0.268,0.478,0.345,0.105,0.021,0.149,0.966,0,0.684,0.829,0.471,0.261,0.422,-5.387,1697
1280,1,1,0.881,0.941,0.364,0.599,0.983,0.222,0.846,0.611,1,0.37,0.772,0.102,0.335,0.453,9.197,65
1281,1,1,0.307,0.205,0.3,0.345,0.554,0.493,0.676,0.93,0,0.568,0.834,0.455,0.319,0.914,-5.499,1712
1282,1,0,0.462,0.614,0.225,0.984,0.485,0.699,0.242,0.045,1,0.082,0.667,0.125,0.779,0.906,-3.184,1453
1283,1,0,0.271,0.347,0.628,0.744,0.717,0.176,0.042,0.741,1,0.435,0.285,0.106,0.021,0.587,5.861,261
1284,1,1,0.318,0.926,0.959,0.921,0.389,0.775,0.067,0.902,0,0.498,0.722,0.488,0.118,0.362,7.421,135
1285,1,0,0.461,0.642,0.325,0.105,0.155,0.771,0.757,0.956,1,0.986,0.007,0.245,0.235,0.674,-5.665,1731
1286,1,0,0.559,0.842,0.532,0.543,0.003,0.889,0.347,0.401,1,0.052,0.039,0.554,0.749,0.594,-4.605,1621
1287,1,0,0.205,0.195,0.249,0.742,0.67,0.879,0.596,0.402,0,0.152,0.081,0.514,0.233,0.807,0.563,925
1288,1,1,0.4,0.953,0.835,0.666,0.453,0.512,0.79,0.878,0,0.46,0.547,0.695,0.738,0.265,4.178,430
1289,1,0,0.361,0.715,0.239,0.795,0.438,0.304,0.274,0.159,1,0.711,0.821,0.849,0.729,0.513,-4.878,1650
1290,1,0,0.089,0.662,0.089,0.002,0.239,0.547,0.158,0.599,0,0.325,0.805,0.651,0.198,0.791,-9.649,1955
1291,1,1,0.657,0.757,0.007,0.469,0.605,0.843,0.67,0.312,1,0.397,0.323,0.9,0.375,0.16,3.17,552
1292,1,0,0.491,0.273,0.203,0.395,0.512,0.316,0.189,0.179,1,0.169,0.215,0.214,0.959,0.164,0.434,943
1293,1,0,0.103,0.876,0.663,0.062,0.564,0.946,0.062,0.012,0,0.617,0.332,0.026,0.851,0.562,-0.773,1147
1294,1,1,0.957,0.842,0.13,0.064,0.471,0.679,0.402,0.032,1,0.643,0.948,0.988,0.663,0.66,-8.007,1891
1295,1,0,0.686,0.911,0.303,0.981,0.089,0.446,0.551,0.24,0,0.976,0.515,0.076,0.457,0.55,-0.474,1097
1296,1,0,0.346,0.71,0.589,0.275,0.728,0.575,0.183,0.373,1,0.634,0.812,0.025,0.126,0.245,5.949,251
1297,1,1,0.104,0.382,0.946,0.87,0.583,0.102,0.611,0.523,1,0.154,0.952,0.083,0.182,0.947,1.442,799
1298,1,1,0.572,0.243,0.555,0.449,0.238,0.416,0.145,0.97,1,0.4,0.595,0.76,0.068,0.41,-1.347,1222
1299,1,1,0.424,0.25,0.837,0.535,0.934,0.62,0.11,0.009,0,0.501,0.022,0.652,0.244,0.336,9.705,57
1300,1,1,0.283,0.395,0.292,0.73,0.874,0.165,0.218,0.539,1,0.423,0.297,0.532,0.746,0.88,-1.086,1188
1301,1,1,0.391,0.179,0.233,0.534,0.256,0.592,0.352,0.785,0,0.744,0.709,0.536,0.17,0.838,-6.508,1796
1302,1,0,0.323,0.111,0.376,0.248,0.435,0.879,0.945,0.747,0,0.159,0.039,0.268,0.977,0.475,-3.069,1433
1303,1,0,0.124,0.344,0.594,0.434,0.979,0.658,0.645,0.745,1,0.037,0.783,0.094,0.182,0.488,6.027,243
1304,1,0,0.953,0.3,0.793,0.713,0.888,0.727,0.419,0.385,0,0.86,0.4,0.694,0.208,0.994,1.747,754
1305,1,1,0.907,0.916,0.787,0.854,0.667,0.507,0.897,0.483,0,0.983,0.989,0.036,0.339,0.612,6.758,185
1306,1,1,0.497,0.445,0.225,0.509,0.098,0.977,0.633,0.209,0,0.946,0.47,0.335,0.361,0.691,-5.603,1724
1307,1,1,0.313,0.687,0.143,0.297,0.605,0.81,0.063,0.696,1,0.144,0.387,0.714,0.036,0.334,2.969,574
1308,1,1,0.552,0.09,0.416,0.78,0.285,0.61,0.076,0.866,1,0.439,0.685,0.702,0.459,0.407,-2.318,1350
1309,1,0,0.723,0.432,0.787,0.294,0.007,0.675,0.013,0.794,0,0.544,0.937,0.196,0.005,0.878,-6.058,1768
1310,1,1,0.118,0.046,0.583,0.285,0.602,0.953,0.29,0.001,1,0.635,0.123,0.753,0.615,0.925,-6.825,1824
1311,1,1,0.213,0.153,0.815,0.253,0.243,0.158,0.349,0.209,0,0.939,0.948,0.653,0.238,0.069,-0.374,1081
1312,1,1,0.016,0.797,0.618,0.225,0.362,0.957,0.549,0.479,1,0.007,0.075,0.963,0.22,0.724,-2.791,1402
1313,1,1,0.284,0.011,0.932,0.038,0.669,0.859,0.057,0.247,1,0.667,0.589,0.423,0.536,0.336,0.376,956
1314,1,1,0.483,0.247,0.297,0.245,0.269,0.033,0.476,0.208,0,0.725,0.008,0.953,0.713,0.399,-5.031,1666
1315,1,0,0.023,0.191,0.047,0.532,0.983,0.861,0.227,0.498,0,0.39,0.188,0.587,0.64,0.391,2.495,634
1316,1,0,0.217,0.456,0.208,0.969,0.229,0.332,0.266,0.185,0,0.245,0.031,0.438,0.847,0.102,2.179,682
1317,1,0,0.375,0.716,0.798,0.864,0.773,0.122,0.875,0.363,1,0.274,0.235,0.692,0.793,0.344,5.714,277
1318,1,1,0.103,0.178,0.145,0.065,0.318,0.427,0.755,0.562,0,0.056,0.237,0.809,0.052,0.003,1.476,795
1319,1,1,0.274,0.718,0.047,0.866,0.727,0.413,0.731,0.744,0,0.267,0.462,0.491,0.467,0.677,2.501,633
1320,1,1,0.587,0.323,0.368,0.843,0.221,0.755,0.317,0.393,0,0.492,0.117,0.958,0.99,0.082,0.103,1003
1321,1,1,0.068,0.809,0.621,0.525,0.064,0.446,0.717,0.117,0,0.157,0.846,0.872,0.123,0.721,-4.853,1645
1322,1,0,0.508,0.203,0.071,0.912,0.3,0.743,0.069,0.42,1,0.565,0.409,0.642,0.654,0.162,-1.346,1220
1323,1,1,0.853,0.492,0.74,0.618,0.125,0.472,0.076,0.385,0,0.823,0.343,0.797,0.668,0.597,-3.691,1520
1324,1,0,0.667,0.597,0.371,0.639,0.813,0.2,0.145,0.262,0,0.743,0.203,0.013,0.433,0.924,2.382,655
1325,1,1,0.855,0.489,0.771,0.24,0.597,0.294,0.471,0.647,0,0.117,0.95,0.358,0.02,0.934,0.475,933
1326,1,0,0.773,0.669,0.671,0.986,0.42,0.019,0.906,0.233,0,0.847,0.028,0.001,0.831,0.597,3.46,512
1327,1,0,0.94,0.035,0.036,0.225,0.692,0.129,0.214,0.664,0,0.31,0.051,0.756,0.89,0.81,-6.173,1773
1328,1,0,0.171,0.595,0.585,0.072,0.273,0.339,0.292,0.549,0,0.931,0.277,0.992,0.477,0.185,-3.339,1477
1329,1,1,0.499,0.295,0.887,0.982,0.229,0.321,0.585,0.918,1,0.009,0.468,0.277,0.002,0.669,3.401,524
1330,1,1,0.179,0.347,0.436,0.795,0.537,0.719,0.452,0.87,1,0.266,0.058,0.315,0.617,0.111,6.327,211
1331,1,0,0.115,0.526,0.986,0.877,0.472,0.949,0.411,0.278,1,0.44,0.302,0.507,0.225,0.819,0.728,898
1332,1,0,0.836,0.948,0.62,0.308,0.733,0.769,0.086,0.017,1,0.698,0.959,0.176,0.641,0.389,2.794,593
1333,1,0,0.84,0.327,0.512,0.604,0.64,0.881,0.065,0.816,0,0.097,0.597,0.842,0.967,0.114,2.801,591
1334,1,1,0.456,0.879,0.351,0.668,0.924,0.321,0.57,0.733,1,0.685,0.012,0.542,0.08,0.27,10.859,31
1335,1,0,0.94,0.282,0.729,0.725,0.16,0.175,0.167,0.49,1,0.432,0.114,0.428,0.886,0.229,0.229,986
1336,1,0,0.425,0.129,0.354,0.728,0.311,0.286,0.739,0.077,0,0.856,0.909,0.352,0.786,0.965,-10.024,1962
1337,1,1,0.354,0.58,0.594,0.182,0.013,0.723,0.488,0.895,1,0.65,0.426,0.846,0.912,0.871,-13.368,1993
1338,1,1,0.541,0.921,0.31,0.14,0.788,0.379,0.985,0.294,1,0.879,0.815,0.393,0.085,0.282,4.645,375
1339,1,0,0.997,0.734,0.666,0.278,0.499,0.744,0.238,0.636,1,0.381,0.076,0.567,0.061,0.05,8.177,101
1340,1,0,0.156,0.155,0.434,0.94,0.349,0.566,0.992,0.569,1,0.212,0.132,0.581,0.014,0.592,0.569,924
1341,1,1,0.464,0.096,0.274,0.478,0.018,0.909,0.382,0.92,1,0.108,0.177,0.63,0.597,0.682,-8.19,1903
1342,1,1,0.283,0.317,0.259,0.036,0.991,0.741,0.477,0.242,1,0.613,0.046,0.415,0.747,0.349,2.394,653
1343,1,0,0.893,0.029,0.856,0.878,0.646,0.428,0.107,0.595,0,0.946,0.912,0.004,0.065,0.188,9.298,62
1344,1,0,0.954,0.965,0.173,0.135,0.401,0.335,0.358,0.446,0,0.099,0.224,0.298,0.589,0.77,-2.527,1376
1345,1,0,0.279,0.118,0.793,0.101,0.199,0.684,0.52,0.02,1,0.296,0.431,0.403,0.948,0.82,-10.858,1975
1346,1,0,0.65,0.094,0.207,0.803,0.861,0.043,0.283,0.481,0,0.985,0.542,0.387,0.558,0.812,-1.019,1177
1347,1,0,0.76,0.461,0.814,0.247,0.919,0.705,0.295,0.964,0,0.531,0.36,0.974,0.079,0.302,7.131,153
1348,1,0,0.922,0.028,0.277,0.757,0.328,0.925,0.435,0.059,0,0.313,0.66,0.409,0.265,0.93,-4.766,1635
1349,1,1,0.972,0.458,0.938,0.076,0.003,0.6,0.123,0.692,1,0.983,0.577,0.398,0.513,0.157,-1.944,1302
1350,1,0,0.629,0.643,0.138,0.651,0.811,0.329,0.592,0.788,1,0.5,0.592,0.149,0.741,0.414,2.887,583
1351,1,0,0.091,0.927,0.965,0.712,0.687,0.736,0.917,0.716,1,0.41,0.633,0.883,0.995,0.729,-2.263,1344
1352,1,0,0.687,0.106,0.49,0.145,0.586,0.93,0.127,0.613,0,0.748,0.209,0.166,0.072,0.775,-0.66,1125
1353,1,0,0.934,0.543,0.811,0.947,0.6,0.492,0.551,0.598,1,0.12,0.238,0.854,0.046,0.294,8.936,72
1354,1,0,0.933,0.875,0.512,0.548,0.612,0.187,0.295,0.184,0,0.238,0.405,0.948,0.858,0.895,-3.324,1476
1355,1,1,0.035,0.5,0.054,0.345,0.68,0.832,0.069,0.562,1,0.936,0.539,0.459,0.621,0.49,-3.019,1428
1356,1,0,0.812,0.924,0.038,0.056,0.558,0.98,0.834,0.147,1,0.544,0.02,0.507,0.122,0.913,-3.508,1496
1357,1,1,0.672,0.868,0.051,0.027,0.462,0.151,0.196,0.959,1,0.088,0.973,0.161,0.324,0.077,2.778,596
1358,1,1,0.668,0.017,0.892,0.602,0.408,0.198,0.182,0.983,0,0.434,0.204,0.502,0.183,0.835,0.292,974
1359,1,0,0.531,0.928,0.015,0.058,0.979,0.886,0.291,0.204,0,0.781,0.589,0.764,0.409,0.498,0.576,923
1360,1,0,0.306,0.091,0.551,0.32,0.502,0.363,0.112,0.748,0,0.663,0.253,0.731,0.043,0.417,0.315,969
1361,1,0,0.168,0.814,0.236,0.945,0.152,0.978,0.295,0.693,0,0.167,0.328,0.048,0.781,0.819,-3.638,1509
1362,1,1,0.06,0.312,0.168,0.085,0.833,0.871,0.71,0.946,1,0.673,0.576,0.59,0.268,0.342,0.289,976
1363,1,1,0.205,0.711,0.423,0.193,0.084,0.657,0.841,0.833,0,0.418,0.755,0.215,0.362,0.226,-0.991,1174
1364,1,0,0.128,0.898,0.445,0.139,0.928,0.589,0.19,0.412,0,0.926,0.138,0.899,0.617,0.562,0.138,998
1365,1,0,0.801,0.12,0.656,0.381,0.973,0.886,0.638,0.889,0,0.123,0.802,0.609,0.023,0.113,9.888,55
1366,1,1,0.261,0.654,0.845,0.4,0.337,0.263,0.974,0.278,0,0.815,0.097,0.083,0.551,0.339,3.836,460
1367,1,1,0.931,0.119,0.887,0.328,0.133,0.513,0.373,0.999,0,0.107,0.026,0.52,0.85,0.754,-4.425,1600
1368,1,0,0.521,0.714,0.616,0.124,0.944,0.185,0.189,0.325,1,0.53,0.359,0.566,0.663,0.776,-0.768,1146
1369,1,0,0.722,0.692,0.576,0.695,0.079,0.895,0.455,0.957,1,0.157,0.532,0.074,0.348,0.191,3.233,543
1370,1,1,0.504,0.735,0.682,0.025,0.531,0.017,0.049,0.515,1,0.782,0.016,0.865,0.387,0.848,-4.111,1560
1371,1,1,0.928,0.005,0.486,0.093,0.85,0.785,0.387,0.131,1,0.937,0.533,0.283,0.698,0.905,-4.365,1596
1372,1,1,0.842,0.394,0.943,0.759,0.004,0.888,0.199,0.863,1,0.515,0.869,0.463,0.071,0.297,1.659,768
1373,1,1,0.645,0.337,0.048,0.951,0.72,0.124,0.6,0.098,1,0.917,0.148,0.121,0.478,0.219,7.106,157
1374,1,1,0.673,0.05,0.608,0.396,0.384,0.108,0.063,0.628,1,0.448,0.388,0.073,0.596,0.255,1.866,738
1375,1,1,0.601,0.505,0.345,0.816,0.841,0.943,0.652,0.346,1,0.003,0.992,0.647,0.68,0.352,4.097,441
1376,1,0,0.583,0.81,0.128,0.122,0.481,0.974,0.567,0.736,1,0.244,0.165,0.643,0.871,0.442,-3.802,1533
1377,1,1,0.867,0.676,0.836,0.685,0.421,0.185,0.864,0.047,1,0.54,0.996,0.839,0.668,0.092,3.057,566
1378,1,1,0.136,0.867,0.063,0.196,0.883,0.786,0.884,0.403,0,0.45,0.485,0.463,0.988,0.449,0.298,970
1379,1,1,0.372,0.093,0.225,0.388,0.358,0.832,0.336,0.045,0,0.731,0.707,0.906,0.556,0.542,-6.964,1832
1380,1,0,0.509,0.397,0.088,0.773,0.72,0.467,0.049,0.357,1,0.448,0.089,0.481,0.357,0.064,7.114,155
1381,1,1,0.378,0.844,0.512,0.606,0.396,0.885,0.925,0.644,1,0.047,0.121,0.053,0.674,0.012,8.167,103
1382,1,1,0.774,0.046,0.704,0.491,0.198,0.16,0.374,0.511,1,0.055,0.666,0.876,0.234,0.013,2.025,710
1383,1,1,0.723,0.645,0.29,0.697,0.201,0.896,0.187,0.763,1,0.703,0.553,0.579,0.319,0.218,0.88,876
1384,1,0,0.497,0.688,0.648,0.398,0.295,0.341,0.089,0.996,0,0.166,0.907,0.256,0.372,0.43,0.353,963
1385,1,0,0.422,0.407,0.143,0.137,0.553,0.554,0.473,0.458,1,0.807,0.695,0.814,0.719,0.096,-3.658,1514
1386,1,0,0.631,0.295,0.467,0.748,0.092,0.017,0.328,0.533,0,0.798,0.343,0.893,0.834,0.478,-6.472,1793
1387,1,0,0.332,0.921,0.947,0.593,0.029,0.452,0.523,0.209,1,0.194,0.936,0.409,0.151,0.232,1.563,780
1388,1,1,0.059,0.014,0.677,0.058,0.688,0.317,0.924,0.619,1,0.963,0.421,0.147,0.766,0.754,-5.109,1673
1389,1,1,0.729,0.24,0.717,0.771,0.612,0.524,0.255,0.207,1,0.762,0.713,0.593,0.48,0.109,5.496,293
1390,1,1,0.909,0.493,0.674,0.622,0.835,0.593,0.863,0.293,0,0.471,0.57,0.99,0.755,0.548,2.586,619
1391,1,1,0.711,0.442,0.582,0.512,0.337,0.259,0.453,0.145,1,0.841,0.46,0.342,0.931,0.957,-7.649,1875
1392,1,0,0.452,0.948,0.47,0.597,0.819,0.72,0.622,0.121,1,0.763,0.986,0.452,0.468,0.328,3.891,455
1393,1,1,0.524,0.923,0.769,0.285,0.085,0.117,0.678,0.747,0,0.187,0.685,0.208,0.978,0.015,1.867,737
1394,1,1,0.264,0.175,0.723,0.74,0.42,0.218,0.089,0.841,0,0.835,0.692,0.162,0.553,0.532,0.366,960
1395,1,0,0.623,0.254,0.395,0.693,0.857,0.529,0.826,0.617,1,0.859,0.335,0.907,0.314,0.291,3.792,468
1396,1,0,0.42,0.92,0.213,0.479,0.798,0.264,0.872,0.239,1,0.438,0.612,0.995,0.94,0.152,0.915,866
1397,1,0,0.18,0.039,0.504,0.824,0.968,0.284,0.124,0.327,1,0.854,0.324,0.172,0.624,0.84,0.405,948
1398,1,0,0.24,0.367,0.17,0.99,0.689,0.5,0.371,0.744,1,0.285,0.497,0.771,0.276,0.953,-2.954,1418
1399,1,1,0.497,0.036,0.214,0.071,0.779,0.432,0.05,0.353,1,0.411,0.164,0.364,0.728,0.027,3.423,521
1400,1,0,0.673,0.468,0.582,0.719,0.391,0.474,0.613,0.67,1,0.259,0.688,0.912,0.807,0.896,-7.642,1873
1401,1,1,0.762,0.131,0.883,0.118,0.551,0.504,0.814,0.734,0,0.791,0.767,0.332,0.562,0.643,-1.902,1294
1402,1,0,0.884,0.317,0.663,0.406,0.444,0.287,0.312,0.914,0,0.301,0.111,0.497,0.737,0.897,-3.737,1526
1403,1,0,0.581,0.394,0.143,0.145,0.04,0.376,0.869,0.196,0,0.676,0.067,0.434,0.911,0.438,-8.183,1901
1404,1,0,0.303,0.17,0.113,0.707,0.597,0.528,0.937,0.263,0,0.81,0.13,0.12,0.314,0.691,0.103,1002
1405,1,1,0.756,0.842,0.125,0.213,0.632,0.656,0.5,0.634,1,0.412,0.537,0.959,0.136,0.289,2.082,698
1406,1,0,0.727,0.923,0.566,0.39,0.865,0.785,0.98,0.184,0,0.5,0.539,0.691,0.712,0.506,3.086,559
1407,1,1,0.508,0.026,0.111,0.348,0.447,0.461,0.455,0.67,0,0.597,0.356,0.221,0.663,0.594,-3.653,1513
1408,1,1,0.459,0.822,0.598,0.743,0.483,0.014,0.179,0.23,1,0.56,0.844,0.516,0.572,0.313,2.615,614
1409,1,1,0.063,0.668,0.91,0.892,0.168,0.217,0.861,0.198,1,0.553,0.271,0.616,0.044,0.324,4.067,447
1410,1,0,0.087,0.36,0.487,0.868,0.244,0.942,0.277,0.307,1,0.785,0.751,0.305,0.043,0.375,-0.026,1025
1411,1,0,0.68,0.188,0.65,0.983,0.134,0.392,0.466,0.703,0,0.76,0.208,0.904,0.219,0.692,-2.996,1425
1412,1,0,0.478,0.792,0.867,0.279,0.566,0.438,0.978,0.604,1,0.707,0.094,0.714,0.779,0.877,-4.362,1592
1413,1,1,0.325,0.12,0.801,0.935,0.283,0.996,0.749,0.337,0,0.868,0.45,0.971,0.725,0.951,-7.386,1857
1414,1,1,0.532,0.566,0.848,0.183,0.939,0.403,0.669,0.54,1,0.969,0.008,0.956,0.694,0.915,-1.947,1303
1415,1,0,0.517,0.195,0.595,0.351,0.724,0.888,0.816,0.748,1,0.177,0.471,0.129,0.337,0.507,2.956,575
1416,1,1,0.058,0.56,0.648,0.901,0.297,0.336,0.346,0.804,0,0.279,0.478,0.468,0.399,0.816,-1.156,1196
1417,1,0,0.105,0.469,0.597,0.76,0.101,0.945,0.472,0.94,0,0.404,0.289,0.082,0.601,0.811,-4.303,1582
1418,1,1,0.033,0.593,0.261,0.095,0.071,0.165,0.823,0.116,1,0.746,0.422,0.226,0.308,0.955,-10.678,1972
1419,1,0,0.837,0.611,0.615,0.715,0.584,0.941,0.357,0.417,1,0.992,0.008,0.399,0.413,0.619,2.523,631
1420,1,1,0.051,0.379,0.197,0.306,0.542,0.582,0.355,0.409,0,0.406,0.838,0.141,0.551,0.452,-1.188,1201
1421,1,1,0.696,0.41,0.93,0.532,0.412,0.77,0.884,0.071,1,0.493,0.27,0.103,0.839,0.213,4.589,382
1422,1,0,0.844,0.475,0.181,0.355,0.351,0.346,0.138,0.981,0,0.743,0.078,0.31,0.711,0.527,-2.663,1390
1423,1,1,0.466,0.843,0.556,0.487,0.688,0.765,0.264,0.281,0,0.709,0.254,0.358,0.912,0.812,-0.292,1066
1424,1,0,0.025,0.697,0.329,0.995,0.608,0.351,0.497,0.174,1,0.651,0.026,0.738,0.594,0.166,4.55,386
1425,1,0,0.177,0.498,0.62,0.904,0.006,0.006,0.044,0.798,0,0.807,0.874,0.302,0.669,0.053,-0.411,1088
1426,1,0,0.938,0.379,0.862,0.829,0.309,0.78,0.223,0.726,1,0.581,0.869,0.757,0.808,0.727,-5.411,1700
1427,1,0,0.478,0.077,0.796,0.044,0.511,0.688,0.69,0.479,1,0.548,0.752,0.167,0.287,0.805,-4.804,1640
1428,1,0,0.007,0.645,0.293,0.8,0.105,0.539,0.726,0.26,1,0.896,0.954,0.281,0.496,0.738,-8.467,1916
1429,1,1,0.205,0.976,0.904,0.928,0.063,0.265,0.179,0.04,1,0.004,0.128,0.084,0.501,0.166,7.331,140
1430,1,0,0.224,0.35,0.411,0.91,0.653,0.157,0.264,0.407,0,0.913,0.518,0.442,0.103,0.86,-0.041,1028
