Object,qid,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7,feature 8,feature 9,feature 10,feature 11,feature 12,feature 13,feature 14,feature 15,Score,Rank
4379,3,1,0.323,0.67,0.645,0.321,0.383,0.613,0.53,0.155,1,0.314,0.878,0.469,0.859,0.246,6.4375,3746
4380,3,1,0.477,0.941,0.3,0.913,0.488,0.951,0.1,0.246,1,0.373,0.33,0.417,0.58,0.875,14.6985,49
4381,3,0,0.794,0.297,0.396,0.81,0.748,0.538,0.887,0.431,1,0.576,0.781,0.569,0.423,0.351,5.9235,4261
4382,3,0,0.632,0.264,0.495,0.943,0.134,0.163,0.503,0.858,1,0.5,0.557,0.067,0.994,0.425,3.3885,6829
4383,3,1,0.779,0.554,0.325,0.4,0.788,0.958,0.824,0.083,0,0.583,0.67,0.857,0.847,0.84,8.287,2109
4384,3,0,0.496,0.401,0.327,0.939,0.167,0.735,0.993,0.897,0,0.13,0.107,0.021,0.398,0.205,6.7615,3441
4385,3,0,0.023,0.385,0.081,0.199,0.852,0.648,0.987,0.829,0,0.057,0.58,0.243,0.304,0.913,0.2085,9061
4386,3,1,0.565,0.019,0.06,0.973,0.319,0.081,0.331,0.556,0,0.695,0.235,0.585,0.037,0.795,2.6135,7507
4387,3,1,0.816,0.401,0.031,0.236,0.453,0.336,0.797,0.169,0,0.894,0.611,0.675,0.886,0.344,0.173,9080
4388,3,0,0.446,0.034,0.239,0.815,0.055,0.697,0.066,0.391,0,0.026,0.061,0.108,0.012,0.534,9.326,1440
4389,3,0,0,0.729,0.121,0.33,0.255,0.602,1,0.385,1,0.493,0.173,0.501,0.353,0.957,7.078,3128
4390,3,1,0.92,0.449,0.889,0.213,0.961,0.323,0.715,0.621,0,0.289,0.035,0.537,0.142,0.327,4.465,5786
4391,3,0,0.639,0.455,0.93,0.812,0.328,0.966,0.483,0.735,0,0.558,0.542,0.262,0.835,0.543,9.95,1094
4392,3,1,0.544,0.389,0.501,0.011,0.24,0.991,0.405,0.289,1,0.387,0.272,0.593,0.049,0.642,10.2075,959
4393,3,0,0.116,0.481,0.553,0.299,0.29,0.101,0.465,0.432,0,0.801,0.412,0.162,0.916,0.181,0.24,9045
4394,3,0,0.682,0.007,0.654,0.501,0.948,0.162,0.273,0.498,1,0.526,0.458,0.36,0.299,0.826,4.688,5568
4395,3,1,0.783,0.106,0.089,0.585,0.544,0.928,0.927,0.525,0,0.168,0.651,0.36,0.611,0.518,5.0885,5145
4396,3,0,0.54,0.953,0.463,0.709,0.076,0.244,0.989,0.174,1,0.073,0.389,0.483,0.933,0.811,7.948,2380
4397,3,0,0.808,0.495,0.859,0.507,0.735,0.686,0.083,0.914,1,0.695,0.781,0.898,0.631,0.354,5.9835,4203
4398,3,0,0.202,0.3,0.305,0.714,0.772,0.702,0.117,0.506,0,0.284,0.269,0.555,0.367,0.856,7.957,2373
4399,3,0,0.968,0.164,0.724,0.956,0.525,0.503,0.252,0.744,1,0.115,0.803,0.294,0.238,0.219,6.632,3559
4400,3,1,0.664,0.971,0.543,0.53,0.146,0.586,0.489,0.193,1,0.666,0.06,0.9,0.464,0.755,11.8585,398
4401,3,1,0.746,0.834,0.083,0.978,0.893,0.171,0.373,0.83,0,0.832,0.615,0.782,0.097,0.964,1.229,8516
4402,3,1,0.78,0.174,0.993,0.576,0.385,0.368,0.002,0.001,1,0.022,0.302,0.455,0.354,0.025,10.8695,693
4403,3,1,0.842,0.348,0.79,0.282,0.679,0.148,0.248,0.242,0,0.193,0.303,0.857,0.563,0.586,4.3325,5925
4404,3,1,0.783,0.889,0.359,0.557,0.478,0.871,0.991,0.353,1,0.586,0.64,0.358,0.021,0.854,9.5015,1351
4405,3,0,0.637,0.376,0.251,0.66,0.805,0.697,0.536,0.236,0,0.916,0.178,0.872,0.368,0.928,8.9025,1681
4406,3,1,0.32,0.026,0.175,0.703,0.72,0.717,0.826,0.812,1,0.255,0.568,0.072,0.924,0.819,5.512,4688
4407,3,0,0.758,0.162,0.984,0.539,0.356,0.911,0.763,0.479,0,0.562,0.558,0.192,0.422,0.359,8.7695,1769
4408,3,0,0.444,0.911,0.128,0.196,0.519,0.244,0.296,0.385,1,0.546,0.722,0.917,0.351,0.629,1.4165,8410
4409,3,0,0.098,0.74,0.592,0.386,0.583,0.41,0.074,0.099,0,0.389,0.931,0.83,0.756,0.814,4.1695,6057
4410,3,1,0.325,0.731,0.451,0.354,0.832,0.337,0.263,0.579,1,0.008,0.454,0.201,0.456,0.77,4.8865,5325
4411,3,0,0.12,0.557,0.857,0.766,0.015,0.927,0.459,0.233,1,0.45,0.327,0.387,0.312,0.199,14.1055,78
4412,3,1,0.717,0.058,0.818,0.7,0.977,0.481,0.566,0.53,1,0.196,0.911,0.776,0.292,0.241,5.529,4666
4413,3,0,0.314,0.504,0.055,0.211,0.938,0.636,0.195,0.593,1,0.818,0.477,0.819,0.86,0.809,4.2835,5977
4414,3,1,0.4,0.542,0.283,0.928,0.07,0.496,0.451,0.586,1,0.546,0.373,0.433,0.523,0.976,8.427,1996
4415,3,1,0.223,0.463,0.801,0.28,0.055,0.539,0.172,0.581,0,0.41,0.378,0.262,0.208,0.787,5.499,4704
4416,3,0,0.155,0.587,0.652,0.001,0.732,0.487,0.231,0.568,0,0.38,0.953,0.351,0.997,0.972,0.6055,8868
4417,3,0,0.09,0.103,0.268,0.664,0.718,0.629,0.123,0.978,0,0.222,0.049,0.42,0.638,0.515,4.9755,5249
4418,3,0,0.84,0.996,0.739,0.684,0.649,0.189,0.16,0.904,1,0.606,0.894,0.224,0.204,0.467,2.5515,7569
4419,3,1,0.101,0.176,0.007,0.823,0.08,0.111,0.576,0.222,0,0.039,0.875,0.535,0.405,0.288,-0.391,9301
4420,3,0,0.665,0.76,0.568,0.986,0.989,0.801,0.525,0.705,1,0.764,0.01,0.331,0.527,0.959,13.659,103
4421,3,1,0.782,0.305,0.978,0.819,0.885,0.622,0.771,0.878,1,0.056,0.473,0.948,0.476,0.465,8.8225,1730
4422,3,0,0.734,0.648,0.744,0.038,0.487,0.466,0.438,0.904,0,0.213,0.289,0.774,0.484,0.417,2.025,7976
4423,3,1,0.635,0.747,0.13,0.204,0.178,0.917,0.339,0.686,0,0.042,0.578,0.676,0.431,0.991,4.747,5493
4424,3,0,0.811,0.218,0.596,0.766,0.608,0.007,0.724,0.806,1,0.919,0.475,0.968,0.37,0.695,2.3475,7724
4425,3,0,0.222,0.243,0.307,0.007,0.32,0.956,0.265,0.89,0,0.069,0.359,0.54,0.739,0.357,3.256,6943
4426,3,1,0.183,0.287,0.07,0.898,0.746,0.474,0.231,0.087,1,0.003,0.255,0.78,0.44,0.002,9.001,1629
4427,3,0,0.892,0.773,0.134,0.868,0.278,0.202,0.624,0.347,1,0.941,0.229,0.896,0.572,0.187,6.017,4166
4428,3,1,0.937,0.205,0.98,0.932,0.339,0.459,0.877,0.807,1,0.112,0.94,0.994,0.613,0.056,5.3415,4867
4429,3,1,0.764,0.07,0.921,0.051,0.841,0.669,0.87,0.37,0,0.384,0.863,0.352,0.354,0.542,3.329,6876
4430,3,1,0.496,0.111,0.657,0.451,0.131,0.262,0.33,0.989,1,0.879,0.079,0.235,0.807,0.803,4.433,5817
4431,3,0,0.032,0.766,0.333,0.809,0.243,0.518,0.219,0.846,0,0.861,0.142,0.554,0.726,0.229,5.057,5173
4432,3,0,0.099,0.31,0.889,0.934,0.288,0.665,0.868,0.184,0,0.422,0.039,0.214,0.788,0.471,12.418,265
4433,3,1,0.704,0.836,0.865,0.952,0.294,0.515,0.664,0.986,1,0.999,0.287,0.371,0.318,0.303,8.454,1979
4434,3,0,0.213,0.388,0.466,0.725,0.013,0.062,0.922,0.909,0,0.402,0.577,0.657,0.07,0.727,-0.983,9508
4435,3,0,0.699,0.688,0.203,0.883,0.532,0.079,0.851,0.669,1,0.036,0.905,0.06,0.414,0,0.1575,9090
4436,3,0,0.366,0.291,0.063,0.693,0.344,0.687,0.413,0.128,0,0.715,0.293,0.176,0.855,0.141,7.023,3188
4437,3,1,0.903,0.077,0.029,0.213,0.238,0.665,0.618,0.623,1,0.835,0.141,0.627,0.658,0.14,4.384,5862
4438,3,1,0.385,0.802,0.948,0.446,0.516,0.864,0.794,0.834,0,0.226,0.01,0.212,0.536,0.073,8.911,1676
4439,3,1,0.624,0.908,0.373,0.778,0.992,0.876,0.847,0.895,1,0.748,0.523,0.743,0.375,0.718,8.376,2038
4440,3,0,0.948,0.75,0.422,0.119,0.616,0.169,0.866,0.364,0,0.856,0.968,0.792,0.886,0.514,-2.324,9807
4441,3,1,0.264,0.881,0.456,0.949,0.789,0.679,0.916,0.582,0,0.208,0.489,0.092,0.66,0.947,8.0595,2298
4442,3,1,0.904,0.594,0.172,0.36,0.625,0.003,0.042,0.949,1,0.011,0.388,0.511,0.868,0.846,0.0945,9122
4443,3,0,0.531,0.005,0.033,0.032,0.402,0.788,0.352,0.389,1,0.648,0.575,0.412,0.516,0.068,3.4725,6754
4444,3,0,0.242,0.053,0.512,0.592,0.183,0.813,0.492,0.028,1,0.7,0.002,0.689,0.072,0.784,13.87,92
4445,3,0,0.407,0.463,0.43,0.952,0.036,0.447,0.347,0.122,0,0.695,0.664,0.831,0.276,0.577,6.9635,3238
4446,3,1,0.168,0.414,0.186,0.24,0.306,0.241,0.526,0.681,0,0.274,0.834,0.071,0.07,0.221,-3.5365,9929
4447,3,1,0.426,0.49,0.337,0.728,0.088,0.802,0.159,0.112,0,0.058,0.267,0.717,0.106,0.073,10.1335,998
4448,3,1,0.28,0.799,0.339,0.885,0.512,0.875,0.606,0.401,1,0.43,0.036,0.371,0.838,0.911,14.0805,83
4449,3,1,0.266,0.464,0.158,0.332,0.743,0.775,0.486,0.901,1,0.359,0.217,0.107,0.117,0.083,4.958,5268
4450,3,1,0.031,0.641,0.941,0.693,0.804,0.691,0.162,0.379,1,0.019,0.527,0.107,0.45,0.195,11.0045,658
4451,3,0,0.556,0.222,0.825,0.937,0.963,0.904,0.011,0.184,1,0.289,0.865,0.128,0.94,0.698,13.3635,134
4452,3,1,0.927,0.847,0.201,0.765,0.084,0.831,0.371,0.929,0,0.097,0.531,0.451,0.92,0.683,5.8925,4302
4453,3,0,0.202,0.756,0.129,0.14,0.931,0.531,0.831,0.453,0,0.592,0.113,0.763,0.099,0.15,2.589,7533
4454,3,1,0.833,0.425,0.341,0.203,0.298,0.679,0.579,0.201,0,0.749,0.445,0.78,0.469,0.328,4.961,5264
4455,3,1,0.291,0.804,0.59,0.274,0.956,0.318,0.004,0.29,0,0.83,0.035,0.834,0.122,0.265,5.577,4622
4456,3,1,0.758,0.881,0.379,0.76,0.713,0.227,0.187,0.978,0,0.12,0.063,0.818,0.207,0.154,3.171,7003
4457,3,1,0.032,0.112,0.78,0.556,0.295,0.123,0.813,0.266,0,0.026,0.053,0.973,0.848,0.486,5.32,4889
4458,3,1,0.3,0.495,0.478,0.384,0.066,0.936,0.623,0.62,0,0.44,0.571,0.977,0.841,0.549,5.9905,4195
4459,3,0,0.319,0.15,0.134,0.663,0.636,0.332,0.933,0.341,1,0.566,0.478,0.738,0.038,0.439,4.164,6064
4460,3,0,0.226,0.084,0.995,0.563,0.864,0.789,0.388,0.392,0,0.973,0.717,0.568,0.054,0.601,7.786,2542
4461,3,1,0.256,0.862,0.96,0.344,0.678,0.962,0.932,0.127,0,0.714,0.01,0.772,0.183,0.719,13.3505,136
4462,3,1,0.303,0.631,0.173,0.672,0.707,0.809,0.176,0.924,1,0.185,0.964,0.975,0.996,0.513,4.3675,5884
4463,3,1,0.538,0.572,0.815,0.39,0.058,0.32,0.355,0.923,0,0.725,0.443,0.396,0.055,0.138,1.2705,8493
4464,3,1,0.254,0.059,0.136,0.737,0.972,0.977,0.027,0.995,0,0.616,0.485,0.914,0.957,0.101,4.6475,5607
4465,3,0,0.837,0.902,0.904,0.176,0.944,0.034,0.102,0.558,1,0.39,0.206,0.839,0.291,0.674,4.9825,5244
4466,3,0,0.968,0.376,0.543,0.199,0.283,0.028,0.659,0.99,0,0.963,0.911,0.687,0.927,0.589,-5.511,9997
4467,3,1,0.104,0.026,0.022,0.811,0.466,0.843,0.023,0.46,0,0.462,0.061,0.82,0.881,0.066,8.205,2173
4468,3,1,0.764,0.564,0.384,0.753,0.596,0.046,0.64,0.49,0,0.884,0.694,0.333,0.208,0.465,0.3105,9024
4469,3,0,0.166,0.051,0.662,0.432,0.909,0.529,0.955,0.49,1,0.728,0.867,0.845,0.122,0.115,3.2425,6953
4470,3,1,0.935,0.912,0.309,0.025,0.036,0.079,0.621,0.185,0,0.329,0.444,0.39,0.801,0.303,-0.1035,9208
4471,3,0,0.41,0.482,0.112,0.255,0.332,0.249,0.508,0.423,1,0.374,0.264,0.489,0.785,0.136,2.476,7626
4472,3,0,0.827,0.685,0.054,0.635,0.947,0.758,0.016,0.013,0,0.224,0.456,0.432,0.166,0.26,8.4705,1966
4473,3,1,0.607,0.678,0.773,0.368,0.95,0.876,0.79,0.05,1,0.641,0.086,0.675,0.8,0.821,14.3625,67
4474,3,1,0.527,0.633,0.499,0.667,0.848,0.71,0.85,0.814,1,0.702,0.96,0.266,0.808,0.097,3.982,6244
4475,3,0,0.986,0.494,0.882,0.374,0.962,0.053,0.287,0.253,1,0.415,0.108,0.93,0.038,0.41,7.1245,3094
4476,3,1,0.025,0.242,0.806,0.155,0.817,0.931,0.554,0.165,1,0.323,0.885,0.673,0.421,0.315,8.2085,2164
4477,3,1,0.328,0.374,0.375,0.658,0.206,0.899,0.803,0.106,1,0.824,0.4,0.905,0.854,0.992,12.263,309
4478,3,0,0.196,0.078,0.843,0.074,0.015,0.97,0.3,0.629,1,0.403,0.232,0.512,0.391,0.301,9.323,1442
4479,3,1,0.84,0.662,0,0.464,0.606,0.271,0.841,0.93,1,0.636,0.193,0.896,0.653,0.734,1.897,8075
4480,3,0,0.07,0.022,0.522,0.511,0.705,0.136,0.957,0.323,0,0.734,0.429,0.733,0.285,0.788,1.886,8085
4481,3,0,0.852,0.467,0.264,0.957,0.455,0.562,0.186,0.011,1,0.674,0.919,0.198,0.784,0.803,9.2615,1479
4482,3,0,0.357,0.871,0.758,0.332,0.61,0.374,0.885,0.847,1,0.945,0.999,0.758,0.335,0.407,0.7565,8797
4483,3,1,0.929,0.214,0.754,0.261,0.698,0.875,0.053,0.126,0,0.424,0.398,0.668,0.795,0.237,9.47,1366
4484,3,0,0.096,0.508,0.217,0.736,0.124,0.542,0.231,0.142,0,0.644,0.889,0.241,0.889,0.621,4.6635,5591
4485,3,1,0.013,0.5,0.631,0.436,0.901,0.206,0.596,0.302,0,0.286,0.425,0.6,0.45,0.153,2.714,7431
4486,3,0,0.239,0.844,0.524,0.832,0.044,0.847,0.08,0.878,1,0.421,0.038,0.037,0.755,0.778,12.292,303
4487,3,0,0.317,0.173,0.857,0.906,0.135,0.814,0.004,0.09,1,0.003,0.241,0.76,0.444,0.176,15.405,17
4488,3,0,0.851,0.216,0.089,0.13,0.57,0.169,0.221,0.034,0,0.677,0.327,0.417,0.369,0.575,1.4975,8350
4489,3,1,0.033,0.493,0.437,0.579,0.247,0.623,0.696,0.317,1,0.461,0.389,0.103,0.902,0.952,9.108,1564
4490,3,1,0.06,0.108,0.195,0.067,0.376,1,0.496,0.996,0,0.843,0.789,0.665,0.393,0.468,0.1125,9112
4491,3,1,0.254,0.975,0.335,0.314,0.624,0.5,0.081,0.536,0,0.313,0.685,0.387,0.326,0.073,1.779,8156
4492,3,0,0.212,0.445,0.686,0.363,0.812,0.421,0.209,0.712,0,0.815,0.021,0.266,0.489,0.754,5.3275,4883
4493,3,0,0.111,0.013,0.944,0.696,0.649,0.267,0.128,0.881,0,0.699,0.489,0.77,0.717,0.487,2.8635,7294
4494,3,0,0.334,0.891,0.753,0.704,0.948,0.016,0.619,0.985,1,0.251,0.592,0.101,0.824,0.094,1.2295,8514
4495,3,1,0.245,0.856,0.643,0.627,0.862,0.843,0.552,0.097,1,0.24,0.428,0.262,0.716,0.043,12.197,323
4496,3,0,0.427,0.942,0.34,0.308,0.141,0.274,0.809,0.596,1,0.676,0.363,0.11,0.842,0.223,2.64,7481
4497,3,0,0.29,0.131,0.438,0.424,0.885,0.35,0.557,0.015,0,0.376,0.791,0.672,0.624,0.968,3.625,6593
4498,3,0,0.447,0.382,0.84,0.431,0.947,0.384,0.54,0.345,0,0.36,0.923,0.07,0.931,0.911,3.499,6717
4499,3,1,0.594,0.685,0.254,0.188,0.521,0.819,0.72,0.394,0,0.453,0.784,0.213,0.981,0.563,3.498,6719
4500,3,0,0.109,0.456,0.471,0.492,0.323,0.187,0.65,0.071,1,0.662,0.783,0.618,0.319,0.144,3.3155,6888
4501,3,0,0.085,0.539,0.464,0.546,0.775,0.491,0.595,0.18,1,0.689,0.03,0.969,0.203,0.105,9.2635,1477
4502,3,1,0.403,0.474,0.886,0.217,0.08,0.571,0.719,0.634,1,0.829,0.29,0.906,0.193,0.209,6.4325,3750
4503,3,0,0.804,0.766,0.654,0.144,0.561,0.918,0.714,0.461,1,0.618,0.295,0.717,0.375,0.504,9.801,1170
4504,3,0,0.926,0.018,0.529,0.447,0.364,0.517,0.036,0.351,0,0.908,0.846,0.438,0.977,0.915,3.8655,6375
4505,3,1,0.338,0.133,0.198,0.215,0.98,0.208,0.481,0.629,1,0.797,0.566,0.223,0.665,0.477,-0.306,9275
4506,3,0,0.265,0.385,0.825,0.659,0.667,0.089,0.274,0.383,0,0.202,0.875,0.687,0.868,0.618,2.0865,7933
4507,3,1,0.332,0.26,0.076,0.712,0.344,0.501,0.152,0.427,1,0.723,0.531,0.692,0.712,0.216,5.3185,4893
4508,3,1,0.383,0.447,0.951,0.328,0.027,0.564,0.021,0.585,1,0.834,0.83,0.416,0.933,0.205,5.389,4821
4509,3,0,0.327,0.678,0.895,0.644,0.987,0.057,0.645,0.03,1,0.514,0.877,0.047,0.837,0.92,6.0405,4146
4510,3,0,0.732,0.033,0.955,0.427,0.695,0.619,0.415,0.446,0,0.54,0.488,0.08,0.104,0.163,6.1955,3994
4511,3,1,0.023,0.862,0.722,0.531,0.528,0.497,0.008,0.323,0,0.058,0.827,0.68,0.631,0.265,5.003,5223
4512,3,1,0.003,0.929,0.645,0.348,0.782,0.55,0.015,0.025,1,0.555,0.836,0.845,0.038,0.149,7.2765,2982
4513,3,1,0.443,0.595,0.114,0.092,0.14,0.925,0.876,0.592,1,0.135,0.16,0.377,0.869,0.683,7.4535,2823
4514,3,0,0.249,0.463,0.441,0.247,0.196,0.122,0.498,0.109,1,0.568,0.361,0.548,0.319,0.891,4.767,5465
4515,3,1,0.481,0.334,0.569,0.128,0.141,0.444,0.536,0.72,1,0.821,0.398,0.1,0.424,0.732,3.604,6612
4516,3,0,0.149,0.718,0.878,0.87,0.999,0.613,0.883,0.407,1,0.793,0.255,0.018,0.038,0.344,11.485,519
4517,3,0,0.672,0.685,0.67,0.627,0.849,0.884,0.131,0.381,0,0.598,0.179,0.189,0.848,0.817,11.9035,382
4518,3,0,0.512,0.02,0.355,0.453,0.081,0.942,0.292,0.102,1,0.459,0.412,0.891,0.198,0.205,10.713,737
4519,3,1,0.307,0.126,0.157,0.594,0.856,0.628,0.438,0.76,0,0.277,0.231,0.12,0.771,0.54,4.18,6049
4520,3,1,0.784,0.157,0.814,0.129,0.87,0.942,0.396,0.2,0,0.763,0.549,0.15,0.083,0.093,7.603,2704
4521,3,1,0.624,0.724,0.485,0.849,0.317,0.478,0.834,0.441,1,0.133,0.066,0.239,0.402,0.061,9.701,1225
4522,3,1,0.238,0.657,0.311,0.079,0.98,0.313,0.936,0.124,1,0.98,0.32,0.506,0.112,0.206,3.582,6632
4523,3,0,0.245,0.197,0.687,0.673,0.636,0.886,0.316,0.403,0,0.289,0.303,0.845,0.981,0.828,10.772,721
4524,3,1,0.067,0.378,0.873,0.545,0.773,0.43,0.717,0.498,1,0.681,0.455,0.556,0.722,0.061,6.3375,3842
4525,3,1,0.196,0.792,0.933,0.938,0.023,0.951,0.687,0.586,1,0.892,0.324,0.419,0.738,0.183,13.5115,116
4526,3,0,0.716,0.461,0.048,0.897,0.086,0.223,0.592,0.993,0,0.53,0.1,0.905,0.397,0.627,1.8985,8073
4527,3,1,0.77,0.492,0.247,0.668,0.401,0.35,0.453,0.957,1,0.44,0.514,0.04,0.724,0.844,3.243,6952
4528,3,0,0.678,0.836,0.614,0.796,0.363,0.543,0.194,0.746,0,0.217,0.925,0.305,0.362,0.673,4.307,5949
4529,3,1,0.212,0.581,0.972,0.439,0.681,0.231,0.194,0.091,0,0.412,0.883,0.644,0.244,0.146,3.567,6648
4530,3,0,0.526,0.884,0.028,0.235,0.6,0.778,0.03,0.683,1,0.524,0.082,0.416,0.378,0.444,7.207,3037
4531,3,1,0.909,0.423,0.204,0.085,0.454,0.501,0.556,0.692,1,0.385,0.549,0.61,0.448,0.011,1.1895,8543
4532,3,0,0.059,0.221,0.721,0.102,0.924,0.15,0.446,0.829,1,0.714,0.881,0.095,0.921,0.705,-1.451,9646
4533,3,0,0.363,0.717,0.819,0.026,0.85,0.742,0.768,0.062,1,0.418,0.724,0.421,0.126,0.676,8.3475,2063
4534,3,1,0.406,0.876,0.142,0.974,0.456,0.509,0.717,0.676,0,0.928,0.742,0.027,0.283,0.631,3.2645,6936
4535,3,1,0.2,0.975,0.279,0.942,0.601,0.805,0.048,0.871,0,0.576,0.439,0.883,0.268,0.892,7.793,2537
4536,3,0,0.364,0.407,0.338,0.742,0.196,0.588,0.291,0.271,0,0.597,0.234,0.218,0.844,0.359,7.779,2551
4537,3,1,0.803,0.886,0.372,0.574,0.094,0.44,0.202,0.21,1,0.173,0.645,0.134,0.512,0.919,7.9805,2358
4538,3,0,0.266,0.04,0.126,0.207,0.269,0.389,0.054,0.077,0,0.005,0.262,0.319,0.631,0.94,4.4825,5764
4539,3,1,0.281,0.746,0,0.661,0.364,0.682,0.922,0.293,0,0.611,0.3,0.898,0.202,0.607,6.3655,3815
4540,3,1,0.063,0.419,0.891,0.678,0.183,0.421,0.435,0.032,0,0.569,0.658,0.772,0.324,0.456,7.287,2970
4541,3,0,0.76,0.357,0.257,0.676,0.042,0.81,0.43,0.656,0,0.724,0.975,0.517,0.66,0.68,3.698,6530
4542,3,0,0.511,0.654,0.355,0.902,0.639,0.689,0.557,0.767,1,0.135,0.679,0.413,0.428,0.408,7.109,3103
4543,3,1,0.657,0.745,0.868,0.643,0.934,0.243,0.841,0.732,1,0.061,0.94,0.422,0.715,0.26,2.863,7295
4544,3,1,0.405,0.737,0.831,0.123,0.797,0.139,0.502,0.814,1,0.347,0.031,0.147,0.171,0.976,4.554,5692
4545,3,0,0.086,0.835,0.147,0.948,0.785,0.279,0.951,0.112,1,0.491,0.519,0.104,0.638,0.005,6.094,4088
4546,3,1,0.539,0.336,0.077,0.087,0.176,0.504,0.265,0.721,0,0.175,0.719,0.534,0.13,0.291,-1.7355,9704
4547,3,1,0.315,0.755,0.62,0.177,0.518,0.723,0.026,0.062,1,0.437,0.09,0.648,0.848,0.317,11.5325,507
4548,3,0,0.636,0.372,0.803,0.064,0.164,0.522,0.094,0.665,1,0.37,0.328,0.421,0.26,0.634,6.105,4073
4549,3,1,0.243,0.44,0.073,0.806,0.577,0.033,0.527,0.774,1,0.143,0.395,0.863,0.34,0.995,2.1965,7849
4550,3,1,0.133,0.469,0.264,0.43,0.733,0.669,0.234,0.647,0,0.242,0.417,0.386,0.238,0.63,4.3635,5886
4551,3,1,0.601,0.148,0.631,0.527,0.476,0.832,0.591,0.292,0,0.028,0.19,0.316,0.499,0.461,9.94,1098
4552,3,0,0.555,0.832,0.104,0.609,0.721,0.29,0.389,0.391,0,0.798,0.272,0.138,0.769,0.845,4.055,6165
4553,3,1,0.728,0.69,0.664,0.889,0.78,0.775,0.768,0.606,0,0.018,0.576,0.592,0.736,0.379,8.2365,2148
4554,3,1,0.195,0.955,0.935,0.391,0.665,0.706,0.658,0.638,1,0.994,0.923,0.412,0.4,0.073,5.545,4655
4555,3,1,0.946,0.511,0.695,0.039,0.274,0.62,0.059,0.497,1,0.888,0.064,0.644,0.715,0.449,8.2845,2111
4556,3,0,0.39,0.847,0.422,0.397,0.788,0.17,0.907,0.652,0,0.297,0.473,0.159,0.619,0.001,-0.604,9395
4557,3,0,0.008,0.075,0.656,0.782,0.854,0.828,0.146,0.561,1,0.37,0.56,0.369,0.677,0.531,10.0975,1015
4558,3,1,0.977,0.542,0.296,0.285,0.008,0.002,0.345,0.607,1,0.507,0.277,0.011,0.951,0.843,1.9015,8071
4559,3,1,0.999,0.346,0.644,0.386,0.981,0.08,0.537,0.048,0,0.061,0.502,0.327,0.148,0.313,3.1435,7031
4560,3,1,0.25,0.468,0.202,0.872,0.237,0.896,0.368,0.253,0,0.032,0.242,0.478,0.489,0.074,10.181,974
4561,3,1,0.35,0.987,0.35,0.258,0.725,0.674,0.32,0.606,0,0.75,0.034,0.028,0.006,0.626,6.288,3898
4562,3,1,0.907,0.601,0.926,0.9,0.447,0.55,0.173,0.283,1,0.354,0.454,0.614,0.698,0.528,12.4155,268
4563,3,1,0.211,0.477,0.034,0.079,0.812,0.999,0.382,0.947,0,0.232,0.631,0.572,0.695,0.829,1.961,8026
4564,3,1,0.204,0.415,0.217,0.621,0.382,0.239,0.444,0.6,0,0.83,0.515,0.929,0.848,0.229,0.3115,9023
4565,3,1,0.66,0.065,0.531,0.842,0.719,0.591,0.601,0.65,0,0.412,0.208,0.766,0.722,0.089,6.4935,3683
4566,3,0,0.44,0.631,0.017,0.008,0.649,0.107,0.708,0.285,1,0.942,0.139,0.445,0.188,0.102,0.669,8843
4567,3,1,0.233,0.634,0.38,0.819,0.168,0.464,0.525,0.271,0,0.096,0.113,0.653,0.335,0.059,7.673,2632
4568,3,1,0.59,0.883,0.923,0.484,0.006,0.685,0.897,0.556,0,0.269,0.2,0.724,0.515,0.78,9.1285,1549
4569,3,1,0.437,0.777,0.532,0.936,0.737,0.542,0.248,0.917,0,0.243,0.39,0.215,0.622,0.397,5.8305,4362
4570,3,0,0.418,0.986,0.067,0.446,0.483,0.644,0.073,0.546,1,0.39,0.859,0.608,0.872,0.758,4.689,5566
4571,3,0,0.307,0.408,0.879,0.924,0.786,0.568,0.918,0.799,0,0.85,0.766,0.735,0.294,0.191,4.36,5891
4572,3,0,0.145,0.419,0.08,0.922,0.079,0.861,0.443,0.891,0,0.216,0.939,0.953,0.906,0.19,2.8935,7263
4573,3,1,0.249,0.978,0.246,0.238,0.047,0.827,0.01,0.028,1,0.77,0.142,0.965,0.096,0.284,11.0735,636
4574,3,0,0.627,0.998,0.995,0.119,0.735,0.771,0.083,0.413,0,0.777,0.71,0.475,0.763,0.678,6.985,3216
4575,3,1,0.577,0.706,0.446,0.841,0.759,0.649,0.799,0.544,1,0.974,0.597,0.202,0.92,0.973,8.644,1845
4576,3,0,0.357,0.987,0.017,0.382,0.88,0.107,0.447,0.803,1,0.491,0.422,0.033,0.946,0.004,-0.812,9460
4577,3,0,0.959,0.746,0.44,0.963,0.767,0.248,0.009,0.471,0,0.302,0.135,0.889,0.848,0.775,7.757,2567
4578,3,1,0.879,0.038,0.934,0.634,0.176,0.522,0.688,0.885,0,0.114,0.379,0.162,0.451,0.673,5.504,4701
4579,3,0,0.468,0.014,0.421,0.297,0.435,0.859,0.429,0.136,1,0.18,0.077,0.665,0.179,0.913,12.0745,348
4580,3,1,0.831,0.252,0.888,0.43,0.275,0.566,0.632,0.419,1,0.372,0.959,0.131,0.981,0.723,6.274,3920
4581,3,1,0.527,0.068,0.971,0.521,0.12,0.411,0.039,0.753,0,0.675,0.292,0.164,0.887,0.147,4.7275,5518
